"Opportunity Name","ID","Opportunity Amount","Currency","Expected Close Date","Sales Stage","Probability (%)","Next Step","Type","Account Name","Description","Amount","Lead Source","campaign_id","Assigned to","Assigned User","Date Created","Date Modified","Created By","Modified By","Deleted","Geocode Status","Longitude","Address","Latitude"
"Egestas Aliquam LLP vu6yAAA  MOL Standard Services","006i0000001vu6yAAA",19,"","01/19/2013","Closed Won","","","Services","Egestas Aliquam LLP","",9975,"","","","","01/12/2013 00:00","","","","","",-116.782943,"",47.691579
"Egestas Aliquam LLP vvLoAAI  MOL Standard Software","006i0000001vvLoAAI",10,"","02/16/2014","Closed Won","","","Software","Egestas Aliquam LLP","",7760,"","","","","02/15/2014 00:00","","","","","",-116.782943,"",47.691579
"Egestas Aliquam LLP vx0UAAQ  MOL Standard Software","006i0000001vx0UAAQ",10,"","01/19/2015","Closed Won","","","Software","Egestas Aliquam LLP","",6560,"","","","","01/13/2015 00:00","","","","","",-116.782943,"",47.691579
"Dolor Sit Amet Institute vu1vAAA  MOL Standard Software","006i0000001vu1vAAA",5,"","12/09/2012","Closed Won","","","Software","Dolor Sit Amet Institute","",3920,"","","","","12/11/2012 00:00","","","","","",-82.997612,"",39.96727
"Dolor Sit Amet Institute vu5eAAA  MOL Premium Maintenance","006i0000001vu5eAAA",218,"","01/04/2013","Closed Lost","","","Maintenance","Dolor Sit Amet Institute","",25506,"","","","","12/29/2012 00:00","","","","","",-82.997612,"",39.96727
"Dolor Sit Amet Institute vuEVAAY  MOL Standard Services","006i0000001vuEVAAY",51,"","03/20/2013","Closed Won","","","Services","Dolor Sit Amet Institute","",29631,"","","","","03/13/2013 00:00","","","","","",-82.997612,"",39.96727
"Dolor Sit Amet Institute vunsAAA  MOL Standard Software","006i0000001vunsAAA",18,"","09/30/2013","Closed Won","","","Software","Dolor Sit Amet Institute","",10800,"","","","","09/23/2013 00:00","","","","","",-82.997612,"",39.96727
"Dolor Sit Amet Institute vv3pAAA  MOL Standard Software","006i0000001vv3pAAA",2,"","12/06/2013","Closed Lost","","","Software","Dolor Sit Amet Institute","",1408,"","","","","12/01/2013 00:00","","","","","",-82.997612,"",39.96727
"Dolor Sit Amet Institute vv5tAAA  MOL Standard Software","006i0000001vv5tAAA",500,"","12/12/2013","Closed Won","","","Software","Dolor Sit Amet Institute","",320000,"","","","","12/11/2013 00:00","","","","","",-82.997612,"",39.96727
"Dolor Sit Amet Institute vvF7AAI  MOL Standard Software","006i0000001vvF7AAI",2,"","01/12/2014","Closed Won","","","Software","Dolor Sit Amet Institute","",2208,"","","","","01/07/2014 00:00","","","","","",-82.997612,"",39.96727
"Dolor Sit Amet Institute vvYzAAI  MOL Standard Software","006i0000001vvYzAAI",10,"","03/31/2014","Closed Won","","","Software","Dolor Sit Amet Institute","",6800,"","","","","03/31/2014 00:00","","","","","",-82.997612,"",39.96727
"Dolor Sit Amet Institute vw9uAAA  MOL Standard Software","006i0000001vw9uAAA",186,"","08/13/2014","Closed Won","","","Software","Dolor Sit Amet Institute","",111600,"","","","","08/13/2014 00:00","","","","","",-82.997612,"",39.96727
"Dolor Sit Amet Institute vwcYAAQ  MOL Standard Maintenance","006i0000001vwcYAAQ",2,"","11/09/2014","Closed Lost","","","Maintenance","Dolor Sit Amet Institute","",182.4,"","","","","11/09/2014 00:00","","","","","",-82.997612,"",39.96727
"Dolor Sit Amet Institute vwhbAAA  MOL Standard Maintenance","006i0000001vwhbAAA",7,"","11/27/2014","Closed Won","","","Maintenance","Dolor Sit Amet Institute","",680.4,"","","","","11/25/2014 00:00","","","","","",-82.997612,"",39.96727
"Dolor Sit Amet Institute vwz4AAA  MOL Standard Maintenance","006i0000001vwz4AAA",8,"","01/14/2015","Closed Won","","","Maintenance","Dolor Sit Amet Institute","",729.6,"","","","","01/06/2015 00:00","","","","","",-82.997612,"",39.96727
"Dolor Sit Amet Institute vx7vAAA  MOL Standard Software","006i0000001vx7vAAA",12,"","02/11/2015","Closed Won","","","Software","Dolor Sit Amet Institute","",8832,"","","","","02/07/2015 00:00","","","","","",-82.997612,"",39.96727
"Dolor Sit Amet Institute vxRNAAY  MOL Mobile Software","006i0000001vxRNAAY",16,"","04/04/2015","Closed Won","","","Software","Dolor Sit Amet Institute","",12672,"","","","","03/30/2015 00:00","","","","","",-82.997612,"",39.96727
"Integer Eu Lacus Corp. vu2TAAQ  MOL Standard Services","006i0000001vu2TAAQ",75,"","12/14/2012","Closed Won","","","Services","Integer Eu Lacus Corp.","",51975,"","","","","12/16/2012 00:00","","","","","",-82.880069,"",40.019942
"Integer Eu Lacus Corp. vvktAAA  MOL Standard Software","006i0000001vvktAAA",7,"","05/24/2014","Closed Lost","","","Software","Integer Eu Lacus Corp.","",4816,"","","","","05/17/2014 00:00","","","","","",-82.880069,"",40.019942
"Integer Eu Lacus Corp. vwo4AAA  MOL Standard Software","006i0000001vwo4AAA",6,"","12/21/2014","Closed Won","","","Software","Integer Eu Lacus Corp.","",4224,"","","","","12/15/2014 00:00","","","","","",-82.880069,"",40.019942
"Integer Eu Lacus Corp. vxRPAAY  MOL Premium Software","006i0000001vxRPAAY",275,"","03/31/2015","Closed Won","","","Software","Integer Eu Lacus Corp.","",277200,"","","","","03/30/2015 00:00","","","","","",-82.880069,"",40.019942
"Consectetuer Adipiscing Elit Corporation vv6tAAA  MOL Mobile Software","006i0000001vv6tAAA",14,"","12/14/2013","Closed Won","","","Software","Consectetuer Adipiscing Elit Corporation","",11844,"","","","","12/16/2013 00:00","","","","","",-95.965892,"",41.257934
"Consectetuer Adipiscing Elit Corporation vvOYAAY  MOL Standard Software","006i0000001vvOYAAY",3,"","03/01/2014","Closed Lost","","","Software","Consectetuer Adipiscing Elit Corporation","",2376,"","","","","02/26/2014 00:00","","","","","",-95.965892,"",41.257934
"Consectetuer Adipiscing Elit Corporation vwbqAAA  MOL Standard Software","006i0000001vwbqAAA",3,"","11/12/2014","Closed Lost","","","Software","Consectetuer Adipiscing Elit Corporation","",2136,"","","","","11/07/2014 00:00","","","","","",-95.965892,"",41.257934
"Consectetuer Adipiscing Elit Corporation vxCCAAY  MOL Standard Software","006i0000001vxCCAAY",21,"","02/24/2015","Closed Won","","","Software","Consectetuer Adipiscing Elit Corporation","",15456,"","","","","02/22/2015 00:00","","","","","",-95.965892,"",41.257934
"Consectetuer Adipiscing Elit Corporation vxRtAAI  MOL Standard Maintenance","006i0000001vxRtAAI",272,"","03/31/2015","Closed Won","","","Maintenance","Consectetuer Adipiscing Elit Corporation","",25785.6,"","","","","03/30/2015 00:00","","","","","",-95.965892,"",41.257934
"Mi Ac Institute vusSAAQ  MOL Standard Software","006i0000001vusSAAQ",40,"","09/27/2013","Closed Won","","","Software","Mi Ac Institute","",26240,"","","","","09/29/2013 00:00","","","","","",-87.660051,"",41.951393
"Mi Ac Institute vxRXAAY  MOL Standard Software","006i0000001vxRXAAY",5,"","04/05/2015","Closed Lost","","","Software","Mi Ac Institute","",2840,"","","","","03/30/2015 00:00","","","","","",-87.660051,"",41.951393
"Quisque Foundation vtAhAAI  MOL Standard Software","006i0000001vtAhAAI",18,"","03/11/2011","Closed Won","","","Software","Quisque Foundation","",11664,"","","","","03/13/2011 00:00","","","","","",-90.228204,"",38.593371
"Quisque Foundation vtYTAAY  MOL Standard Software","006i0000001vtYTAAY",3,"","03/23/2012","Closed Won","","","Software","Quisque Foundation","",2304,"","","","","03/23/2012 00:00","","","","","",-90.228204,"",38.593371
"Quisque Foundation vuCmAAI  MOL Standard Software","006i0000001vuCmAAI",7,"","03/04/2013","Closed Lost","","","Software","Quisque Foundation","",4592,"","","","","03/03/2013 00:00","","","","","",-90.228204,"",38.593371
"Quisque Foundation vx23AAA  MOL Standard Maintenance","006i0000001vx23AAA",4,"","01/24/2015","Closed Won","","","Maintenance","Quisque Foundation","",379.2,"","","","","01/20/2015 00:00","","","","","",-90.228204,"",38.593371
"Initrode vwwaAAA  MOL Standard Services","006i0000001vwwaAAA",23,"","12/26/2014","Closed Won","","","Services","Initrode","",11431,"","","","","12/28/2014 00:00","","","","","",-123.090089,"",44.054597
"Initrode vx1fAAA  MOL Standard Software","006i0000001vx1fAAA",7,"","01/24/2015","Closed Won","","","Software","Initrode","",5040,"","","","","01/18/2015 00:00","","","","","",-123.090089,"",44.054597
"Nullam Institute vvGRAAY  MOL Standard Services","006i0000001vvGRAAY",1,"","01/13/2014","Closed Lost","","","Services","Nullam Institute","",588,"","","","","01/15/2014 00:00","","","","","",-104.858993,"",39.095077
"Nullam Institute vw39AAA  MOL Standard Software","006i0000001vw39AAA",3,"","07/21/2014","Closed Won","","","Software","Nullam Institute","",2280,"","","","","07/15/2014 00:00","","","","","",-104.858993,"",39.095077
"Nullam Institute vwzPAAQ  MOL Standard Maintenance","006i0000001vwzPAAQ",5,"","01/13/2015","Closed Won","","","Maintenance","Nullam Institute","",432,"","","","","01/09/2015 00:00","","","","","",-104.858993,"",39.095077
"Nullam Institute vxS2AAI  MOL Standard Services","006i0000001vxS2AAI",46,"","04/06/2015","Closed Won","","","Services","Nullam Institute","",22540,"","","","","03/30/2015 00:00","","","","","",-104.858993,"",39.095077
"Ipsum Donec Company vvNXAAY  MOL Standard Software","006i0000001vvNXAAY",4,"","03/17/2014","Closed Lost","","","Software","Ipsum Donec Company","",2976,"","","","","02/23/2014 00:00","","","","","",-108.551924,"",39.085346
"Ipsum Donec Company vvTOAAY  MOL Standard Maintenance","006i0000001vvTOAAY",10,"","03/17/2014","Closed Won","","","Maintenance","Ipsum Donec Company","",1140,"","","","","03/19/2014 00:00","","","","","",-108.551924,"",39.085346
"Ipsum Donec Company vva2AAA  MOL Standard Software","006i0000001vva2AAA",2,"","04/05/2014","Closed Lost","","","Software","Ipsum Donec Company","",1248,"","","","","03/31/2014 00:00","","","","","",-108.551924,"",39.085346
"Ipsum Donec Company vvgGAAQ  MOL Premium Software","006i0000001vvgGAAQ",1,"","04/29/2014","Closed Lost","","","Software","Ipsum Donec Company","",1164,"","","","","04/29/2014 00:00","","","","","",-108.551924,"",39.085346
"Ipsum Donec Company vvo4AAA  MOL Standard Software","006i0000001vvo4AAA",4,"","06/01/2014","Closed Won","","","Software","Ipsum Donec Company","",2336,"","","","","05/31/2014 00:00","","","","","",-108.551924,"",39.085346
"Ipsum Donec Company vwCVAAY  MOL Standard Software","006i0000001vwCVAAY",9,"","08/30/2014","Closed Won","","","Maintenance","Ipsum Donec Company","",1174.5,"","","","","08/24/2014 00:00","","","","","",-108.551924,"",39.085346
"Ipsum Donec Company vwLMAAY  MOL Mobile Software","006i0000001vwLMAAY",4,"","09/27/2014","Closed Won","","","Software","Ipsum Donec Company","",2880,"","","","","09/21/2014 00:00","","","","","",-108.551924,"",39.085346
"Ipsum Donec Company vxCFAAY  MOL Premium Maintenance","006i0000001vxCFAAY",18,"","03/01/2015","Closed Lost","","","Maintenance","Ipsum Donec Company","",1944,"","","","","02/22/2015 00:00","","","","","",-108.551924,"",39.085346
"Ipsum Donec Company vxL1AAI  MOL Standard Maintenance","006i0000001vxL1AAI",55,"","03/21/2015","Closed Won","","","Maintenance","Ipsum Donec Company","",5742,"","","","","03/18/2015 00:00","","","","","",-108.551924,"",39.085346
"Ipsum Donec Company vxKAAAY  MOL Mobile Services","006i0000001vxKAAAY",9,"","03/23/2015","Closed Won","","","Services","Ipsum Donec Company","",4590,"","","","","03/16/2015 00:00","","","","","",-108.551924,"",39.085346
"Ipsum Donec Company vxL0AAI  MOL Standard Software","006i0000001vxL0AAI",18,"","03/23/2015","Closed Won","","","Software","Ipsum Donec Company","",11808,"","","","","03/18/2015 00:00","","","","","",-108.551924,"",39.085346
"Ipsum Donec Company vxS4AAI  MOL Standard Software","006i0000001vxS4AAI",98,"","04/04/2015","Closed Lost","","","Software","Ipsum Donec Company","",65072,"","","","","03/30/2015 00:00","","","","","",-108.551924,"",39.085346
"Ipsum Donec Company vxS3AAI  MOL Standard Software","006i0000001vxS3AAI",341,"","04/06/2015","Closed Lost","","","Software","Ipsum Donec Company","",226424,"","","","","03/30/2015 00:00","","","","","",-108.551924,"",39.085346
"Ac Incorporated vvXUAAY  MOL Standard Software","006i0000001vvXUAAY",131,"","03/28/2014","Closed Won","","","Software","Ac Incorporated","",89080,"","","","","03/30/2014 00:00","","","","","",-109.05862,"",44.526489
"Ac Incorporated vwLNAAY  MOL Standard Software","006i0000001vwLNAAY",2,"","09/23/2014","Closed Won","","","Software","Ac Incorporated","",1328,"","","","","09/21/2014 00:00","","","","","",-109.05862,"",44.526489
"Ac Incorporated vxHxAAI  MOL Standard Software","006i0000001vxHxAAI",9,"","03/14/2015","Closed Won","","","Software","Ac Incorporated","",6408,"","","","","03/10/2015 00:00","","","","","",-109.05862,"",44.526489
"Ac Incorporated vxSFAAY  MOL Standard Software","006i0000001vxSFAAY",16,"","03/31/2015","Closed Won","","","Software","Ac Incorporated","",11392,"","","","","03/30/2015 00:00","","","","","",-109.05862,"",44.526489
"LuthorCorp vwovAAA  MOL Standard Software","006i0000001vwovAAA",8,"","12/14/2014","Closed Won","","","Software","LuthorCorp","",5632,"","","","","12/16/2014 00:00","","","","","",-122.642689,"",45.558917
"LuthorCorp vx1uAAA  MOL Standard Software","006i0000001vx1uAAA",65,"","01/26/2015","Closed Won","","","Software","LuthorCorp","",40040,"","","","","01/19/2015 00:00","","","","","",-122.642689,"",45.558917
"Adipiscing LLC vvaMAAQ  MOL Standard Software","006i0000001vvaMAAQ",97,"","03/29/2014","Closed Won","","","Software","Adipiscing LLC","",67512,"","","","","03/31/2014 00:00","","","","","",-109.21782,"",41.586732
"Adipiscing LLC vxSHAAY  MOL Standard Software","006i0000001vxSHAAY",14,"","04/02/2015","Closed Won","","","Software","Adipiscing LLC","",16128,"","","","","03/30/2015 00:00","","","","","",-109.21782,"",41.586732
"Sapien Gravida Non LLC vvaNAAQ  MOL Standard Maintenance","006i0000001vvaNAAQ",2,"","03/29/2014","Closed Lost","","","Maintenance","Sapien Gravida Non LLC","",208.8,"","","","","03/31/2014 00:00","","","","","",-116.338427,"",43.620556
"Sapien Gravida Non LLC vxSIAAY  MOL Standard Services","006i0000001vxSIAAY",84,"","04/01/2015","Closed Lost","","","Services","Sapien Gravida Non LLC","",58212,"","","","","03/30/2015 00:00","","","","","",-116.338427,"",43.620556
"Nibh Company vxSJAAY  MOL Premium Software","006i0000001vxSJAAY",17,"","03/28/2015","Closed Won","","","Software","Nibh Company","",17136,"","","","","03/30/2015 00:00","","","","","",-122.662941,"",42.182293
"Consectetuer Ipsum LLP vw20AAA  MOL Standard Software","006i0000001vw20AAA",1,"","07/07/2014","Closed Lost","","","Software","Consectetuer Ipsum LLP","",640,"","","","","07/09/2014 00:00","","","","","",-117.274361,"",32.840815
"Consectetuer Ipsum LLP vwjCAAQ  MOL Premium Software","006i0000001vwjCAAQ",2,"","12/01/2014","Closed Lost","","","Software","Consectetuer Ipsum LLP","",1920,"","","","","11/30/2014 00:00","","","","","",-117.274361,"",32.840815
"Consectetuer Ipsum LLP vxSSAAY  MOL Mobile Maintenance","006i0000001vxSSAAY",17,"","04/05/2015","Closed Lost","","","Maintenance","Consectetuer Ipsum LLP","",1713.6,"","","","","03/30/2015 00:00","","","","","",-117.274361,"",32.840815
"Ut Mi Duis Inc. vtaFAAQ  MOL Standard Maintenance","006i0000001vtaFAAQ",11,"","03/27/2012","Closed Won","","","Maintenance","Ut Mi Duis Inc.","",1042.8,"","","","","03/29/2012 00:00","","","","","",-75.451571,"",40.18566
"Ut Mi Duis Inc. vu8BAAQ  MOL Standard Software","006i0000001vu8BAAQ",21,"","02/02/2013","Closed Won","","","Software","Ut Mi Duis Inc.","",12600,"","","","","01/26/2013 00:00","","","","","",-75.451571,"",40.18566
"Ut Mi Duis Inc. vvHfAAI  MOL Standard Software","006i0000001vvHfAAI",8,"","01/29/2014","Closed Won","","","Software","Ut Mi Duis Inc.","",5184,"","","","","01/25/2014 00:00","","","","","",-75.451571,"",40.18566
"Ut Mi Duis Inc. vx2VAAQ  MOL Standard Software","006i0000001vx2VAAQ",3,"","01/25/2015","Closed Lost","","","Software","Ut Mi Duis Inc.","",1944,"","","","","01/23/2015 00:00","","","","","",-75.451571,"",40.18566
"Nulla Integer Urna Incorporated vuMeAAI  MOL Standard Software","006i0000001vuMeAAI",273,"","04/20/2013","Closed Won","","","Software","Nulla Integer Urna Incorporated","",205296,"","","","","04/22/2013 00:00","","","","","",-85.697494,"",43.160209
"Nulla Integer Urna Incorporated vv5xAAA  MOL Standard Software","006i0000001vv5xAAA",102,"","12/12/2013","Closed Won","","","Software","Nulla Integer Urna Incorporated","",74256,"","","","","12/11/2013 00:00","","","","","",-85.697494,"",43.160209
"Nulla Integer Urna Incorporated vvIQAAY  MOL Standard Software","006i0000001vvIQAAY",12,"","01/27/2014","Closed Won","","","Software","Nulla Integer Urna Incorporated","",9504,"","","","","01/27/2014 00:00","","","","","",-85.697494,"",43.160209
"Nulla Integer Urna Incorporated vvZTAAY  MOL Standard Maintenance","006i0000001vvZTAAY",23,"","04/07/2014","Closed Lost","","","Maintenance","Nulla Integer Urna Incorporated","",2070,"","","","","03/31/2014 00:00","","","","","",-85.697494,"",43.160209
"Nulla Integer Urna Incorporated vverAAA  MOL Standard Services","006i0000001vverAAA",37,"","04/30/2014","Closed Won","","","Services","Nulla Integer Urna Incorporated","",20979,"","","","","04/22/2014 00:00","","","","","",-85.697494,"",43.160209
"Nulla Integer Urna Incorporated vwnOAAQ  MOL Standard Software","006i0000001vwnOAAQ",8,"","12/14/2014","Closed Lost","","","Software","Nulla Integer Urna Incorporated","",5056,"","","","","12/14/2014 00:00","","","","","",-85.697494,"",43.160209
"Nulla Integer Urna Incorporated vwrSAAQ  MOL Standard Software","006i0000001vwrSAAQ",243,"","12/30/2014","Closed Won","","","Software","Nulla Integer Urna Incorporated","",182736,"","","","","12/23/2014 00:00","","","","","",-85.697494,"",43.160209
"Nulla Integer Urna Incorporated vx33AAA  MOL Standard Software","006i0000001vx33AAA",9,"","01/28/2015","Closed Won","","","Software","Nulla Integer Urna Incorporated","",6336,"","","","","01/24/2015 00:00","","","","","",-85.697494,"",43.160209
"Leo Elementum Foundation vwHRAAY  MOL Standard Software","006i0000001vwHRAAY",26,"","09/06/2014","Closed Won","","","Software","Leo Elementum Foundation","",20176,"","","","","09/08/2014 00:00","","","","","",-117.930758,"",33.615828
"Leo Elementum Foundation vxSbAAI  MOL Standard Software","006i0000001vxSbAAI",15,"","03/30/2015","Closed Won","","","Software","Leo Elementum Foundation","",10920,"","","","","03/30/2015 00:00","","","","","",-117.930758,"",33.615828
