"...1","Opportunity Name","ID","Opportunity Amount","Currency","Expected Close Date","Sales Stage","Probability (%)","Next Step","Type","Account Name","Description","Amount","Lead Source","campaign_id","Assigned to","Assigned User","Date Created","Date Modified","Created By","Modified By","Deleted","Geocode Status","Longitude","Address","Latitude"
NA,"Egestas Aliquam LLP vtOaAAI  MOL Standard Maintenance","006i0000001vtOaAAI",1,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,110.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.782943,NA,47.691579
NA,"Egestas Aliquam LLP vtX9AAI  MOL Premium Software","006i0000001vtX9AAI",20,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,20880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.782943,NA,47.691579
NA,"Egestas Aliquam LLP vu6yAAA  MOL Standard Services","006i0000001vu6yAAA",19,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,9975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.782943,NA,47.691579
NA,"Egestas Aliquam LLP vvLoAAI  MOL Standard Software","006i0000001vvLoAAI",10,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,7760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.782943,NA,47.691579
NA,"Egestas Aliquam LLP vx0UAAQ  MOL Standard Software","006i0000001vx0UAAQ",10,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.782943,NA,47.691579
NA,"Dolor Sit Amet Institute vu1vAAA  MOL Standard Software","006i0000001vu1vAAA",5,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,3920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.997612,NA,39.96727
NA,"Dolor Sit Amet Institute vu5eAAA  MOL Premium Maintenance","006i0000001vu5eAAA",218,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,25506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.997612,NA,39.96727
NA,"Dolor Sit Amet Institute vuEVAAY  MOL Standard Services","006i0000001vuEVAAY",51,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,29631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.997612,NA,39.96727
NA,"Dolor Sit Amet Institute vunsAAA  MOL Standard Software","006i0000001vunsAAA",18,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,10800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.997612,NA,39.96727
NA,"Dolor Sit Amet Institute vv3pAAA  MOL Standard Software","006i0000001vv3pAAA",2,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,1408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.997612,NA,39.96727
NA,"Dolor Sit Amet Institute vv5tAAA  MOL Standard Software","006i0000001vv5tAAA",500,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.997612,NA,39.96727
NA,"Dolor Sit Amet Institute vvF7AAI  MOL Standard Software","006i0000001vvF7AAI",2,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.997612,NA,39.96727
NA,"Dolor Sit Amet Institute vvYzAAI  MOL Standard Software","006i0000001vvYzAAI",10,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.997612,NA,39.96727
NA,"Dolor Sit Amet Institute vw9uAAA  MOL Standard Software","006i0000001vw9uAAA",186,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,111600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.997612,NA,39.96727
NA,"Dolor Sit Amet Institute vwcYAAQ  MOL Standard Maintenance","006i0000001vwcYAAQ",2,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,182.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.997612,NA,39.96727
NA,"Dolor Sit Amet Institute vwhbAAA  MOL Standard Maintenance","006i0000001vwhbAAA",7,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,680.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.997612,NA,39.96727
NA,"Dolor Sit Amet Institute vwz4AAA  MOL Standard Maintenance","006i0000001vwz4AAA",8,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,729.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.997612,NA,39.96727
NA,"Dolor Sit Amet Institute vx7vAAA  MOL Standard Software","006i0000001vx7vAAA",12,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,8832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.997612,NA,39.96727
NA,"Dolor Sit Amet Institute vxRNAAY  MOL Mobile Software","006i0000001vxRNAAY",16,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,12672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.997612,NA,39.96727
NA,"Integer Eu Lacus Corp. vu2TAAQ  MOL Standard Services","006i0000001vu2TAAQ",75,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,51975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.880069,NA,40.019942
NA,"Integer Eu Lacus Corp. vvktAAA  MOL Standard Software","006i0000001vvktAAA",7,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,4816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.880069,NA,40.019942
NA,"Integer Eu Lacus Corp. vwo4AAA  MOL Standard Software","006i0000001vwo4AAA",6,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,4224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.880069,NA,40.019942
NA,"Integer Eu Lacus Corp. vxRPAAY  MOL Premium Software","006i0000001vxRPAAY",275,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,277200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.880069,NA,40.019942
NA,"Consectetuer Adipiscing Elit Corporation vv6tAAA  MOL Mobile Software","006i0000001vv6tAAA",14,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.965892,NA,41.257934
NA,"Consectetuer Adipiscing Elit Corporation vvOYAAY  MOL Standard Software","006i0000001vvOYAAY",3,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,2376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.965892,NA,41.257934
NA,"Consectetuer Adipiscing Elit Corporation vwbqAAA  MOL Standard Software","006i0000001vwbqAAA",3,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,2136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.965892,NA,41.257934
NA,"Consectetuer Adipiscing Elit Corporation vxCCAAY  MOL Standard Software","006i0000001vxCCAAY",21,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,15456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.965892,NA,41.257934
NA,"Consectetuer Adipiscing Elit Corporation vxRtAAI  MOL Standard Maintenance","006i0000001vxRtAAI",272,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,25785.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.965892,NA,41.257934
NA,"Mi Ac Institute vusSAAQ  MOL Standard Software","006i0000001vusSAAQ",40,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,26240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.660051,NA,41.951393
NA,"Mi Ac Institute vxRXAAY  MOL Standard Software","006i0000001vxRXAAY",5,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,2840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.660051,NA,41.951393
NA,"Quisque Foundation vtAhAAI  MOL Standard Software","006i0000001vtAhAAI",18,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.228204,NA,38.593371
NA,"Quisque Foundation vtYTAAY  MOL Standard Software","006i0000001vtYTAAY",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.228204,NA,38.593371
NA,"Quisque Foundation vuCmAAI  MOL Standard Software","006i0000001vuCmAAI",7,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,4592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.228204,NA,38.593371
NA,"Quisque Foundation vx23AAA  MOL Standard Maintenance","006i0000001vx23AAA",4,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,379.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.228204,NA,38.593371
NA,"Initrode vwwaAAA  MOL Standard Services","006i0000001vwwaAAA",23,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,11431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123.090089,NA,44.054597
NA,"Initrode vx1fAAA  MOL Standard Software","006i0000001vx1fAAA",7,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123.090089,NA,44.054597
NA,"Nullam Institute vvGRAAY  MOL Standard Services","006i0000001vvGRAAY",1,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-104.858993,NA,39.095077
NA,"Nullam Institute vw39AAA  MOL Standard Software","006i0000001vw39AAA",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-104.858993,NA,39.095077
NA,"Nullam Institute vwzPAAQ  MOL Standard Maintenance","006i0000001vwzPAAQ",5,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-104.858993,NA,39.095077
NA,"Nullam Institute vxS2AAI  MOL Standard Services","006i0000001vxS2AAI",46,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,22540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-104.858993,NA,39.095077
NA,"Ipsum Donec Company vvNXAAY  MOL Standard Software","006i0000001vvNXAAY",4,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,2976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.551924,NA,39.085346
NA,"Ipsum Donec Company vvTOAAY  MOL Standard Maintenance","006i0000001vvTOAAY",10,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.551924,NA,39.085346
NA,"Ipsum Donec Company vva2AAA  MOL Standard Software","006i0000001vva2AAA",2,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,1248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.551924,NA,39.085346
NA,"Ipsum Donec Company vvgGAAQ  MOL Premium Software","006i0000001vvgGAAQ",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,1164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.551924,NA,39.085346
NA,"Ipsum Donec Company vvo4AAA  MOL Standard Software","006i0000001vvo4AAA",4,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.551924,NA,39.085346
NA,"Ipsum Donec Company vwCVAAY  MOL Standard Software","006i0000001vwCVAAY",9,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1174.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.551924,NA,39.085346
NA,"Ipsum Donec Company vwLMAAY  MOL Mobile Software","006i0000001vwLMAAY",4,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.551924,NA,39.085346
NA,"Ipsum Donec Company vxCFAAY  MOL Premium Maintenance","006i0000001vxCFAAY",18,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.551924,NA,39.085346
NA,"Ipsum Donec Company vxL1AAI  MOL Standard Maintenance","006i0000001vxL1AAI",55,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,5742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.551924,NA,39.085346
NA,"Ipsum Donec Company vxKAAAY  MOL Mobile Services","006i0000001vxKAAAY",9,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,4590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.551924,NA,39.085346
NA,"Ipsum Donec Company vxL0AAI  MOL Standard Software","006i0000001vxL0AAI",18,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.551924,NA,39.085346
NA,"Ipsum Donec Company vxS4AAI  MOL Standard Software","006i0000001vxS4AAI",98,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,65072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.551924,NA,39.085346
NA,"Ipsum Donec Company vxS3AAI  MOL Standard Software","006i0000001vxS3AAI",341,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,226424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.551924,NA,39.085346
NA,"Ac Incorporated vvXUAAY  MOL Standard Software","006i0000001vvXUAAY",131,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,89080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.05862,NA,44.526489
NA,"Ac Incorporated vwLNAAY  MOL Standard Software","006i0000001vwLNAAY",2,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,1328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.05862,NA,44.526489
NA,"Ac Incorporated vxHxAAI  MOL Standard Software","006i0000001vxHxAAI",9,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.05862,NA,44.526489
NA,"Ac Incorporated vxSFAAY  MOL Standard Software","006i0000001vxSFAAY",16,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.05862,NA,44.526489
NA,"LuthorCorp vwovAAA  MOL Standard Software","006i0000001vwovAAA",8,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.642689,NA,45.558917
NA,"LuthorCorp vx1uAAA  MOL Standard Software","006i0000001vx1uAAA",65,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,40040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.642689,NA,45.558917
NA,"Adipiscing LLC vvaMAAQ  MOL Standard Software","006i0000001vvaMAAQ",97,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,67512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.21782,NA,41.586732
NA,"Adipiscing LLC vxSHAAY  MOL Standard Software","006i0000001vxSHAAY",14,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,16128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.21782,NA,41.586732
NA,"Sapien Gravida Non LLC vvaNAAQ  MOL Standard Maintenance","006i0000001vvaNAAQ",2,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,208.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.338427,NA,43.620556
NA,"Sapien Gravida Non LLC vxSIAAY  MOL Standard Services","006i0000001vxSIAAY",84,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,58212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.338427,NA,43.620556
NA,"Nibh Company vxSJAAY  MOL Premium Software","006i0000001vxSJAAY",17,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,17136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.662941,NA,42.182293
NA,"Consectetuer Ipsum LLP vw20AAA  MOL Standard Software","006i0000001vw20AAA",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.274361,NA,32.840815
NA,"Consectetuer Ipsum LLP vwjCAAQ  MOL Premium Software","006i0000001vwjCAAQ",2,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.274361,NA,32.840815
NA,"Consectetuer Ipsum LLP vxSSAAY  MOL Mobile Maintenance","006i0000001vxSSAAY",17,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,1713.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.274361,NA,32.840815
NA,"Ut Mi Duis Inc. vtaFAAQ  MOL Standard Maintenance","006i0000001vtaFAAQ",11,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1042.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.451571,NA,40.18566
NA,"Ut Mi Duis Inc. vu8BAAQ  MOL Standard Software","006i0000001vu8BAAQ",21,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,12600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.451571,NA,40.18566
NA,"Ut Mi Duis Inc. vvHfAAI  MOL Standard Software","006i0000001vvHfAAI",8,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.451571,NA,40.18566
NA,"Ut Mi Duis Inc. vx2VAAQ  MOL Standard Software","006i0000001vx2VAAQ",3,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.451571,NA,40.18566
NA,"Nulla Integer Urna Incorporated vuMeAAI  MOL Standard Software","006i0000001vuMeAAI",273,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,205296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.697494,NA,43.160209
NA,"Nulla Integer Urna Incorporated vv5xAAA  MOL Standard Software","006i0000001vv5xAAA",102,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,74256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.697494,NA,43.160209
NA,"Nulla Integer Urna Incorporated vvIQAAY  MOL Standard Software","006i0000001vvIQAAY",12,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,9504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.697494,NA,43.160209
NA,"Nulla Integer Urna Incorporated vvZTAAY  MOL Standard Maintenance","006i0000001vvZTAAY",23,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,2070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.697494,NA,43.160209
NA,"Nulla Integer Urna Incorporated vverAAA  MOL Standard Services","006i0000001vverAAA",37,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,20979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.697494,NA,43.160209
NA,"Nulla Integer Urna Incorporated vwnOAAQ  MOL Standard Software","006i0000001vwnOAAQ",8,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,5056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.697494,NA,43.160209
NA,"Nulla Integer Urna Incorporated vwrSAAQ  MOL Standard Software","006i0000001vwrSAAQ",243,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,182736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.697494,NA,43.160209
NA,"Nulla Integer Urna Incorporated vx33AAA  MOL Standard Software","006i0000001vx33AAA",9,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.697494,NA,43.160209
NA,"Leo Elementum Foundation vwHRAAY  MOL Standard Software","006i0000001vwHRAAY",26,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,20176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.930758,NA,33.615828
NA,"Leo Elementum Foundation vxSbAAI  MOL Standard Software","006i0000001vxSbAAI",15,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,10920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.930758,NA,33.615828
NA,"Matwork Technologies vx2gAAA  MOL Standard Maintenance","006i0000001vx2gAAA",58,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,5637.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.951872,NA,44.416106
NA,"Nisl Sem Incorporated vxT3AAI  MOL Mobile Software","006i0000001vxT3AAI",3,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,1782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.291487,NA,44.087187
NA,"Enim PC vxE6AAI  MOL Mobile Maintenance","006i0000001vxE6AAI",4,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123.328105,NA,42.438384
NA,"Enim PC vxSmAAI  MOL Mobile Software","006i0000001vxSmAAI",12,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,7884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123.328105,NA,42.438384
NA,"Pede Nunc Industries vtBBAAY  MOL Standard Maintenance","006i0000001vtBBAAY",18,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1857.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.357556,NA,39.71224
NA,"Pede Nunc Industries vtYUAAY  MOL Standard Software","006i0000001vtYUAAY",7,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.357556,NA,39.71224
NA,"Pede Nunc Industries vu7zAAA  MOL Standard Software","006i0000001vu7zAAA",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.357556,NA,39.71224
NA,"Pede Nunc Industries vvUaAAI  MOL Standard Software","006i0000001vvUaAAI",20,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.357556,NA,39.71224
NA,"Pede Nunc Industries vvsqAAA  MOL Standard Software","006i0000001vvsqAAA",3,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,2376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.357556,NA,39.71224
NA,"Pede Nunc Industries vx2rAAA  MOL Standard Software","006i0000001vx2rAAA",14,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,10752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.357556,NA,39.71224
NA,"MMV Solution vx3HAAQ  MOL Premium Maintenance","006i0000001vx3HAAQ",23,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.963391,NA,44.024068
NA,"Aerosoft vt9aAAA  MOL Standard Maintenance","006i0000001vt9aAAA",21,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,1890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.390856,NA,30.290517
NA,"Aerosoft vtaKAAQ  MOL Standard Software","006i0000001vtaKAAQ",18,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,11808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.390856,NA,30.290517
NA,"Aerosoft vuKfAAI  MOL Standard Services","006i0000001vuKfAAI",1,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.390856,NA,30.290517
NA,"Aerosoft vvbRAAQ  MOL Mobile Software","006i0000001vvbRAAQ",11,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,9207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.390856,NA,30.290517
NA,"Aerosoft vttiAAA  MOL Standard Services","006i0000001vttiAAA",12,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,6636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.390856,NA,30.290517
NA,"Sociis Incorporated vu9yAAA  MOL Standard Software","006i0000001vu9yAAA",7,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.156913,NA,39.759948
NA,"Sociis Incorporated vudZAAQ  MOL Standard Software","006i0000001vudZAAQ",60,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,47040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.156913,NA,39.759948
NA,"Sociis Incorporated vvHFAAY  MOL Standard Software","006i0000001vvHFAAY",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.156913,NA,39.759948
NA,"Sociis Incorporated vvqKAAQ  MOL Premium Maintenance","006i0000001vvqKAAQ",79,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,9361.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.156913,NA,39.759948
NA,"Sociis Incorporated vvu6AAA  MOL Standard Software","006i0000001vvu6AAA",19,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,12008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.156913,NA,39.759948
NA,"Sociis Incorporated vw6EAAQ  MOL Premium Software","006i0000001vw6EAAQ",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,1044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.156913,NA,39.759948
NA,"Sociis Incorporated vwILAAY  MOL Standard Services","006i0000001vwILAAY",11,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,5929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.156913,NA,39.759948
NA,"Sociis Incorporated vwVXAAY  MOL Premium Software","006i0000001vwVXAAY",6,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,7056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.156913,NA,39.759948
NA,"Sociis Incorporated vwcPAAQ  MOL Standard Maintenance","006i0000001vwcPAAQ",5,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.156913,NA,39.759948
NA,"Sociis Incorporated vwngAAA  MOL Premium Software","006i0000001vwngAAA",2,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.156913,NA,39.759948
NA,"Sociis Incorporated vwzxAAA  MOL Mobile Maintenance","006i0000001vwzxAAA",2,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.156913,NA,39.759948
NA,"Sociis Incorporated vx9AAAQ  MOL Mobile Software","006i0000001vx9AAAQ",2,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,1548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.156913,NA,39.759948
NA,"Sociis Incorporated vx9BAAQ  MOL Mobile Software","006i0000001vx9BAAQ",80,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,59760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.156913,NA,39.759948
NA,"Sociis Incorporated vx99AAA  MOL Mobile Software","006i0000001vx99AAA",9,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,7290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.156913,NA,39.759948
